"nom_local","des_local","oid_falha","des_tipo_falha","des_atributo_falha","des_disfuncao_processo","des_falha","idc_detalhes_falha","dth_inicial_realizado","dth_final_realizado"
"LAMINAÇÃO","LAMINAÇÃO","700262","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/17/2019 23:04","9/17/2019 23:20"
"LAMINAÇÃO","LAMINAÇÃO","699821","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/16/2019 22:07","9/16/2019 22:23"
"LAMINAÇÃO","LAMINAÇÃO","699824","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/16/2019 22:24","9/16/2019 22:29"
"LAMINAÇÃO","LAMINAÇÃO","698426","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/13/2019 22:32","9/13/2019 22:47"
"LAMINAÇÃO","LAMINAÇÃO","698431","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/13/2019 22:48","9/13/2019 23:03"
"LAMINAÇÃO","LAMINAÇÃO","698438","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/13/2019 23:03","9/13/2019 23:13"
"LAMINAÇÃO","LAMINAÇÃO","702913","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/24/2019 21:25","9/24/2019 21:34"
"LAMINAÇÃO","LAMINAÇÃO","702924","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/24/2019 21:34","9/24/2019 21:38"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703487","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio dimensional e mec.","9/25/2019 21:35","9/25/2019 21:40"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703488","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio dimensional e mec.","9/25/2019 21:40","9/25/2019 21:44"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703474","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio dimensional e mec.","9/25/2019 21:05","9/25/2019 21:20"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703475","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio dimensional e mec.","9/25/2019 21:20","9/25/2019 21:35"
"LAMINAÇÃO","LAMINAÇÃO","702497","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/23/2019 21:23","9/23/2019 21:32"
"LAMINAÇÃO","LAMINAÇÃO","702499","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/23/2019 21:32","9/23/2019 21:52"
"LAMINAÇÃO","LAMINAÇÃO","702520","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/23/2019 21:52","9/23/2019 22:06"
"LAMINAÇÃO","LAMINAÇÃO","702523","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","9/23/2019 22:07","9/23/2019 22:14"
"LAMINAÇÃO","LAMINAÇÃO","702532","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Revisão nas guias do acabador.","9/23/2019 22:45","9/23/2019 23:01"
"LAMINAÇÃO","LAMINAÇÃO","702545","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Revisão nas guias do acabador.","9/23/2019 22:57","9/23/2019 23:00"
"LAMINAÇÃO","TREM ACABADOR","704865","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no TA e TM.","9/29/2019 5:50","9/29/2019 5:54"
"LAMINAÇÃO","TREM ACABADOR","704800","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no TA e TM.","9/29/2019 2:25","9/29/2019 2:33"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704242","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:05","9/27/2019 21:11"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704243","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:11","9/27/2019 21:16"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704244","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:16","9/27/2019 21:24"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704247","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:25","9/27/2019 21:35"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704249","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:35","9/27/2019 21:45"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704256","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:45","9/27/2019 21:56"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","704259","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/27/2019 21:56","9/27/2019 22:06"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703853","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 21:11","9/26/2019 21:30"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703857","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 21:30","9/26/2019 21:38"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703861","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 21:38","9/26/2019 21:51"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703867","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 21:51","9/26/2019 22:03"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703869","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 22:03","9/26/2019 22:14"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","703873","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio dimensional e mec.","9/26/2019 22:15","9/26/2019 22:25"
"LAMINAÇÃO","LAMINAÇÃO","708608","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/7/2019 21:26","10/7/2019 21:36"
"LAMINAÇÃO","LAMINAÇÃO","708609","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/7/2019 21:36","10/7/2019 21:40"
"LAMINAÇÃO","LAMINAÇÃO","708611","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/7/2019 21:40","10/7/2019 21:44"
"LAMINAÇÃO","LAMINAÇÃO","708618","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/7/2019 21:44","10/7/2019 21:49"
"LAMINAÇÃO","TREM ACABADOR","708244","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle da ML do produto acabado sobre o leito. Na ocasião foi necessário desligar o LAM para acesso do oper.","10/6/2019 23:50","10/6/2019 23:57"
"LAMINAÇÃO","TREM ACABADOR","708217","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle da ML do produto acabado sobre o leito. Na ocasião foi necessário desligar o LAM para acesso do oper.","10/6/2019 22:41","10/6/2019 22:46"
"LAMINAÇÃO","TREM ACABADOR","707605","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra para ajuste no TA para controle de ML.","10/5/2019 16:46","10/5/2019 16:55"
"LAMINAÇÃO","TREM ACABADOR","707655","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no TA  para controle de ML.","10/5/2019 18:43","10/5/2019 18:47"
"LAMINAÇÃO","TREM ACABADOR","707677","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no TA  para controle de ML.","10/5/2019 19:49","10/5/2019 19:52"
"LAMINAÇÃO","TREM ACABADOR","707690","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no TA  para controle de ML.","10/5/2019 20:32","10/5/2019 20:36"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","707206","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM para controle de passe mais retirada de amostra no leito p./ ensaio mec. e dimensional.","10/4/2019 21:16","10/4/2019 21:33"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","707208","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM para controle de passe mais retirada de amostra no leito p./ ensaio mec. e dimensional.","10/4/2019 21:33","10/4/2019 21:39"
"LAMINAÇÃO","TREM ACABADOR","707136","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle de massa linear.","10/4/2019 15:40","10/4/2019 15:45"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","707210","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM para controle de passe mais retirada de amostra no leito p./ ensaio mec. e dimensional.","10/4/2019 21:39","10/4/2019 21:46"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","707213","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM para controle de passe mais retirada de amostra no leito p./ ensaio mec. e dimensional.","10/4/2019 21:46","10/4/2019 21:58"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","707227","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM para controle de passe mais retirada de amostra no leito p./ ensaio mec. e dimensional.","10/4/2019 21:58","10/4/2019 22:07"
"LAMINAÇÃO","LAMINAÇÃO","705618","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz e retirada de amostra no laminador.","9/30/2019 23:16","9/30/2019 23:29"
"LAMINAÇÃO","LAMINAÇÃO","705622","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz e retirada de amostra no laminador.","9/30/2019 23:30","9/30/2019 23:40"
"LAMINAÇÃO","LAMINAÇÃO","705631","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz e retirada de amostra no laminador.","9/30/2019 23:41","9/30/2019 23:45"
"LAMINAÇÃO","LAMINAÇÃO","705632","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz e retirada de amostra no laminador.","9/30/2019 23:46","9/30/2019 23:50"
"LAMINAÇÃO","LAMINAÇÃO","705633","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz e retirada de amostra no laminador.","9/30/2019 23:50","9/30/2019 23:53"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","705734","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio mec. e dimensional.","10/1/2019 5:59","10/1/2019 5:59"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","705740","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio mec. e dimensional.","10/1/2019 6:00","10/1/2019 6:13"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","705744","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio mec. e dimensional.","10/1/2019 6:13","10/1/2019 6:33"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","705746","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e retirada de amostra no leito p./ ensaio mec. e dimensional.","10/1/2019 6:33","10/1/2019 6:43"
"LAMINAÇÃO","LAMINAÇÃO","705960","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 21:15","10/1/2019 21:30"
"LAMINAÇÃO","LAMINAÇÃO","706010","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 21:30","10/1/2019 21:41"
"LAMINAÇÃO","LAMINAÇÃO","706012","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 21:42","10/1/2019 21:53"
"LAMINAÇÃO","LAMINAÇÃO","706025","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 21:53","10/1/2019 21:59"
"LAMINAÇÃO","LAMINAÇÃO","706026","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 22:01","10/1/2019 22:07"
"LAMINAÇÃO","LAMINAÇÃO","706028","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola, ajuste na guia de entrada da A1 e A2.","10/1/2019 22:16","10/1/2019 22:22"
"LAMINAÇÃO","LAMINAÇÃO","706033","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Revisão nas guias do acabador.","10/1/2019 22:44","10/1/2019 22:56"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","706750","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no leito p./ verificação dimensional e ML.","10/3/2019 14:43","10/3/2019 14:59"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","706765","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","1º Barra ao laminar no V2 balançou sendo necessário diminuir o RPM da D4 e em seguida acionar o picotamento para evitar falta de massa no TA e consequentemente sobra de barra. Como mais de 50% laminou não foi registrado sucata.","10/3/2019 21:00","10/3/2019 21:09"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","706766","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","2º barra laminada no V1 atrasou ao passar pela D5 onde a cab. da barra parou logo depois antes da T1A posteriormente oper. do pult-4 segmentou a barra na entrada da D2 V1 aproveitando o restante da barra no V2.","10/3/2019 21:09","10/3/2019 21:20"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","706767","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","2º barra laminada no V1 atrasou ao passar pela D5 onde a cab. da barra parou logo depois antes da T1A posteriormente oper. do pult-4 segmentou a barra na entrada da D2 V1 aproveitando o restante da barra no V2.","10/3/2019 21:20","10/3/2019 21:50"
"LAMINAÇÃO","LAMINAÇÃO","706454","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/2/2019 23:20","10/2/2019 23:29"
"LAMINAÇÃO","LAMINAÇÃO","706462","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/2/2019 23:29","10/2/2019 23:35"
"LAMINAÇÃO","LAMINAÇÃO","706463","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/2/2019 23:36","10/2/2019 23:41"
"LAMINAÇÃO","LAMINAÇÃO","709468","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/9/2019 21:10","10/9/2019 21:20"
"LAMINAÇÃO","LAMINAÇÃO","709471","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/9/2019 21:20","10/9/2019 21:24"
"LAMINAÇÃO","LAMINAÇÃO","709479","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/9/2019 21:24","10/9/2019 21:30"
"LAMINAÇÃO","LAMINAÇÃO","709020","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/8/2019 21:13","10/8/2019 21:28"
"LAMINAÇÃO","LAMINAÇÃO","709025","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/8/2019 21:29","10/8/2019 21:39"
"LAMINAÇÃO","LAMINAÇÃO","709034","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/8/2019 21:40","10/8/2019 21:44"
"LAMINAÇÃO","TORCEDOR HIDRÁULICO ENFEIXAMENTO","709298","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Troca das pinça dos torcedores hidráulico da plataforma de enfeixamento.","10/9/2019 10:03","10/9/2019 10:11"
"LAMINAÇÃO","TORCEDOR HIDRÁULICO ENFEIXAMENTO","709313","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Troca das pinça dos torcedores hidráulico da plataforma de enfeixamento.","10/9/2019 10:41","10/9/2019 10:45"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","709283","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio mecânico e dimensional.","10/9/2019 9:20","10/9/2019 9:38"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","709289","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passe e retirada de amostra no leito p./ ensaio mecânico e dimensional.","10/9/2019 9:39","10/9/2019 9:45"
"LAMINAÇÃO","LAMINAÇÃO","710989","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/13/2019 8:56","10/13/2019 9:04"
"LAMINAÇÃO","TREM ACABADOR","710904","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle de ML.","10/13/2019 4:53","10/13/2019 4:57"
"LAMINAÇÃO","LAMINAÇÃO","710984","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/13/2019 8:37","10/13/2019 8:55"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","711517","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no leito para verificação dimensional e de ML.","10/14/2019 22:52","10/14/2019 23:05"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","711462","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no LAM p./ controle de passes e no leito para ensaio mec. e dimensional do produto acabado sobre o leito.","10/14/2019 22:26","10/14/2019 22:39"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","711479","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle de ML do produto acabado sobre o leito.","10/14/2019 22:45","10/14/2019 22:49"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","711573","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste no LAM para controle de ML do produto acabado sobre o leito.","10/15/2019 4:09","10/15/2019 4:15"
"LAMINAÇÃO","LAMINAÇÃO","710485","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/12/2019 5:26","10/12/2019 5:47"
"LAMINAÇÃO","LAMINAÇÃO","710325","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/11/2019 21:32","10/11/2019 21:46"
"LAMINAÇÃO","LAMINAÇÃO","710343","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/11/2019 22:19","10/11/2019 22:29"
"LAMINAÇÃO","LAMINAÇÃO","710345","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/11/2019 22:29","10/11/2019 22:37"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","710801","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Retirada de amostra no leito para ensaio mecânico, dimensional e ML.","10/12/2019 21:31","10/12/2019 21:45"
"LAMINAÇÃO","TREM ACABADOR","710749","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste de luz no LAM para controle de ML.","10/12/2019 18:16","10/12/2019 18:22"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A1","716231","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste na guia de ent. da A1.","10/26/2019 18:08","10/26/2019 18:18"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","716233","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passe no LAM mais retirada de amostra no leito p./ ensaio dimensional + ML.","10/26/2019 19:29","10/26/2019 19:51"
"LAMINAÇÃO","","715925","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/25/2019 21:22","10/25/2019 21:38"
"LAMINAÇÃO","","715933","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/25/2019 21:38","10/25/2019 21:44"
"LAMINAÇÃO","","715934","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Acerto de bitola.","10/25/2019 21:44","10/25/2019 21:50"
"LAMINAÇÃO","LAMINAÇÃO","715938","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/25/2019 21:50","10/25/2019 21:53"
"LAMINAÇÃO","LAMINAÇÃO","715939","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/25/2019 21:54","10/25/2019 22:04"
"LAMINAÇÃO","LAMINAÇÃO","715940","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/25/2019 21:52","10/25/2019 22:00"
"LAMINAÇÃO","LAMINAÇÃO","716226","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 11:22","10/26/2019 11:38"
"LAMINAÇÃO","LAMINAÇÃO","716227","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 11:38","10/26/2019 11:46"
"LAMINAÇÃO","LAMINAÇÃO","716228","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 11:46","10/26/2019 11:57"
"LAMINAÇÃO","LAMINAÇÃO","716229","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 11:57","10/26/2019 12:05"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","716223","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais retirada de amostra no leito p./ ensaio dimensional e mec.","10/26/2019 10:13","10/26/2019 10:33"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","716224","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 10:48","10/26/2019 11:02"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","716183","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Controle de passes no LAM mais, retirada de amostra no leito p./ ensaio mec. e dimensional + ML.","10/26/2019 10:33","10/26/2019 10:48"
"LAMINAÇÃO","LAMINAÇÃO","715502","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/24/2019 21:09","10/24/2019 21:18"
"LAMINAÇÃO","LAMINAÇÃO","715505","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/24/2019 21:18","10/24/2019 21:28"
"LAMINAÇÃO","LAMINAÇÃO","715508","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/24/2019 21:28","10/24/2019 21:33"
"LAMINAÇÃO","LAMINAÇÃO","715518","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/24/2019 21:33","10/24/2019 21:37"
"LAMINAÇÃO","LAMINAÇÃO","715523","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","","10/24/2019 21:37","10/24/2019 21:42"
"LAMINAÇÃO","LAMINAÇÃO","715527","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Aguardando resultado do limite de escoamento. Troca da bomba 3 do thermex(bomba com variação na pressão) pela bomba 2.","10/24/2019 21:42","10/24/2019 22:06"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A2","717414","PROGRAMADA","L_Acerto de bitola","-","PROGRAMADA L_Acerto de bitola -","Ajuste na guia de ent. da A2.","10/29/2019 22:07","10/29/2019 22:11"
